Geo Point;Geo Shape;dep;adresse;nomcom;insee;nom_carto;typo_niv3;objectid
48.8547313866, 2.32485907931;"{""coordinates"": [2.324859079314455, 48.854731386605614, 0.0], ""type"": ""Point""}";75;59-61 RUE DE GRENELLE - FONDATION DINA VIERNY;Paris;75107;Musée Maillol;Musée et écomusée;155
48.8700480727, 2.32444109286;"{""coordinates"": [2.324441092863117, 48.87004807273671, 0.0], ""type"": ""Point""}";75;14 RUE DE SURÈNE - PLACE DE LA MADELEINE;Paris;75108;Eglise de la Madeleine;Site et monument;170
48.8666405366, 2.32239743756;"{""coordinates"": [2.322397437563407, 48.86664053664115, 0.0], ""type"": ""Point""}";75;1 PLACE DE LA CONCORDE;Paris;75108;Jeu de paume - site Concorde;Site et monument;172
48.871875622, 2.33119663329;"{""coordinates"": [2.331196633292662, 48.87187562201233, 0.0], ""type"": ""Point""}";75;PLACE DE L'OPÉRA;Paris;75109;Musée de l'opéra national;Musée et écomusée;180
48.8586044431, 2.38219406813;"{""coordinates"": [2.382194068132254, 48.85860444305182, 0.0], ""type"": ""Point""}";75;7 RUE PACHE;Paris;75111;Musée du fumeur;Musée et écomusée;189
48.8339909424, 2.33185988329;"{""coordinates"": [2.331859883288804, 48.833990942386635, 0.0], ""type"": ""Point""}";75;1 AVENUE DU COLONEL HENRI ROL-TANGUY;Paris;75114;Catacombes de Paris;Musée et écomusée;204
48.8437123959, 2.32069963211;"{""coordinates"": [2.320699632112336, 48.8437123958741, 0.0], ""type"": ""Point""}";75;21 AVENUE DU MAINE;Paris;75115;Musée du montparnasse;Musée et écomusée;216
48.8629332145, 2.28900955689;"{""coordinates"": [2.289009556890059, 48.862933214462814, 0.0], ""type"": ""Point""}";75;PALAIS DE CHAILLOT - ACCÈS PIÉTONS : 7 AVENUE ALBERT DE MUN;Paris;75116;Cité de l'architecture et du patrimoine;Musée et écomusée;221
48.8562755366, 2.27990766529;"{""coordinates"": [2.279907665294383, 48.85627553655561, 0.0], ""type"": ""Point""}";75;4/10 RUE DE L'ANNONCIATION;Paris;75116;Eglise de ND-de-grace-de-Passy;Site et monument;223
48.8657334144, 2.29893053513;"{""coordinates"": [2.29893053513479, 48.86573341442497, 0.0], ""type"": ""Point""}";75;3 RUE LÉONCE REYNAUD;Paris;75116;Fondation Pierre Bergé - Yves Saint-Laurent;Musée et écomusée;227
48.8718023424, 2.28798648192;"{""coordinates"": [2.287986481918982, 48.87180234240613, 0.0], ""type"": ""Point""}";75;35 BIS RUE PAUL VALÉRY;Paris;75116;Musée Dapper;Musée et écomusée;233
48.883716723, 2.33370382541;"{""coordinates"": [2.333703825413384, 48.88371672303032, 0.0], ""type"": ""Point""}";75;72 BOULEVARD DE CLICHY;Paris;75118;Musée de l'erotisme;Musée et écomusée;250
48.4012209182, 2.7032561885;"{""coordinates"": [2.703256188497531, 48.401220918246686, 0.0], ""type"": ""Point""}";77;PLACE D'ARMES;FONTAINEBLEAU;77186;Château de Fontainebleau;Site et monument;270
48.5620417518, 3.28503375151;"{""coordinates"": [3.285033751509835, 48.5620417518111, 0.0], ""type"": ""Point""}";77;Saint JEAN;PROVINS;77379;Grange aux Dîmes;Site et monument;281
48.9080048527, 3.18214971857;"{""coordinates"": [3.182149718570547, 48.90800485265421, 0.0], ""type"": ""Point""}";77;17 AVENUE DE LA FERTÉ-SOUS-JOUARRE;Saint-CYR-SUR-MORIN;77405;Musée des pays de seine-et-marne;Musée et écomusée;286
48.1633797543, 2.75085058857;"{""coordinates"": [2.750850588571227, 48.16337975431137, 0.0], ""type"": ""Point""}";77;RUE ANTOINE HEROËT;SOUPPES-SUR-LOING;77458;Abbaye royale ND de Cercanceaux;Site et monument;287
48.6801622903, 2.02300790245;"{""coordinates"": [2.023007902450663, 48.680162290342274, 0.0], ""type"": ""Point""}";78;CHOISEL;CHOISEL;78160;Château de Breteuil;Site et monument;290
48.7643342542, 2.08126607639;"{""coordinates"": [2.081266076387212, 48.76433425415781, 0.0], ""type"": ""Point""}";78;1 PLACE GEORGES BESSE - HALL DE RÉCEPTION À L’AVANCÉE – NIVEAU;GUYANCOURT;78297;Technocentre Renault;Site et monument;293
48.7692485518, 2.15161582986;"{""coordinates"": [2.15161582986324, 48.76924855178209, 0.0], ""type"": ""Point""}";78;54 RUE CHARLES DE GAULLE - Château DE L'EGLANTINE;JOUY-EN-JOSAS;78322;Musée de la toile de Jouy;Musée et écomusée;295
48.9239395723, 2.0288263499;"{""coordinates"": [2.028826349902108, 48.92393957228123, 0.0], ""type"": ""Point""}";78;82 RUE DE VILLIERS - CENTRE DES MONUMENTS NATIONAUX;POISSY;78498;Villa Savoye;Site et monument;299
48.6001799891, 2.1470268966;"{""coordinates"": [2.147026896604271, 48.6001799890637, 0.0], ""type"": ""Point""}";91;DOMAINE DE COURSON;COURSON-MONTELOUP;91186;Domaine de Courson;Site et monument;321
48.6307113769, 2.34356847921;"{""coordinates"": [2.343568479211792, 48.63071137687794, 0.0], ""type"": ""Point""}";91;8 RUE LÉO LAGRANGE;SaintE-GENEVIEVE-DES-BOIS;91549;Cimetière et église orthodoxe russe ND-de-l'assomption;Site et monument;328
48.8358875725, 2.2392811026;"{""coordinates"": [2.23928110260167, 48.8358875724662, 0.0], ""type"": ""Point""}";92;28 AVENUE ANDRÉ MORIZET - ESPACE LANDOWSKI;BOULOGNE-BILLANCOURT;92012;Musée des années 30;Musée et écomusée;333
48.8287814591, 2.22349452498;"{""coordinates"": [2.223494524977177, 48.828781459145866, 0.0], ""type"": ""Point""}";92;PLACE DE LA MANUFACTURE;SEVRES;92072;Musée national de la céramique;Musée et écomusée;343
48.8603466177, 1.78840413503;"{""coordinates"": [1.788404135026782, 48.86034661766221, 0.0], ""type"": ""Point""}";78;;THOIRY;78616;Zoo et parc de Thoiry;Espace de loisirs, espace récréatif;399
49.140728372, 2.60084404939;"{""coordinates"": [2.60084404939115, 49.14072837199941, 0.0], ""type"": ""Point""}";60;;PLAILLY;60494;Parc Asterix;Espace de loisirs, espace récréatif;401
49.0176216885, 2.3763127188;"{""coordinates"": [2.376312718795238, 49.01762168846979, 0.0], ""type"": ""Point""}";95;RUE JEAN BULLANT;ECOUEN;95205;Château d'Ecouen - musée la Renaissance;Musée et écomusée;414
48.8545334589, 2.33571598404;"{""coordinates"": [2.335715984036651, 48.85453345891948, 0.0], ""type"": ""Point""}";75;6 RUE DE FURSTENBERG;Paris;75106;Musée national Eugène Delacroix;Musée et écomusée;422
48.6460330307, 1.82399816424;"{""coordinates"": [1.823998164240931, 48.64603303074528, 0.0], ""type"": ""Point""}";78;4 PLACE JEANNE D'ARC;RAMBOUILLET;78517;Musée Rambolitrain;Musée et écomusée;429
48.8345475211, 2.38017930135;"{""coordinates"": [2.380179301354605, 48.834547521120975, 0.0], ""type"": ""Point""}";75;ESCALE DE BERCY;Paris;75112;Escale de Bercy;Haltes, escales ou ports fluviaux de plaisance;448
48.8552931969, 2.28721391156;"{""coordinates"": [2.287213911562335, 48.85529319694419, 0.0], ""type"": ""Point""}";75;ESCALE DE L'ÎLE-AUX-CYGNES;Paris;75116;Escale de l'ïle-aux-Cygnes Bir-Hakeim;Haltes, escales ou ports fluviaux de plaisance;451
48.8212117949, 2.39566801447;"{""coordinates"": [2.395668014472342, 48.82121179493742, 0.0], ""type"": ""Point""}";94;ESCALE D'IVRY;IVRY SUR SEINE;94041;Escale d'Ivry;Haltes, escales ou ports fluviaux de plaisance;459
48.8275214759, 2.22649863934;"{""coordinates"": [2.226498639343278, 48.827521475874796, 0.0], ""type"": ""Point""}";92;;SÈVRES;92072;Escale de Sèvres;Haltes, escales ou ports fluviaux de plaisance;464
48.5882464896, 2.48656674579;"{""coordinates"": [2.48656674578628, 48.588246489608316, 0.0], ""type"": ""Point""}";91;138, ROUTE DE MORSANG;SaintRY-SUR-SEINE;91577;Port de Saintry;Haltes, escales ou ports fluviaux de plaisance;479
48.199652005, 2.71674483121;"{""coordinates"": [2.716744831211539, 48.19965200498522, 0.0], ""type"": ""Point""}";77;HALTE DE LA MADELEINE-SUR-LOING;MADELEINE-SUR-LOING (LA);77267;Halte;Haltes, escales ou ports fluviaux de plaisance;485
48.8801745444, 2.70265367038;"{""coordinates"": [2.702653670375433, 48.88017454439064, 0.0], ""type"": ""Point""}";77;1 QUAI SAVARIN;LAGNY-SUR-MARNE;77243;Halte de Lagny-sur-Marne;Haltes, escales ou ports fluviaux de plaisance;498
48.956676539, 2.88093949141;"{""coordinates"": [2.880939491413112, 48.95667653904142, 0.0], ""type"": ""Point""}";77;QUAI SADI CARNOT;MEAUX;77284;Halte fluviale de Meaux;Haltes, escales ou ports fluviaux de plaisance;502
48.451178458, 2.74932671914;"{""coordinates"": [2.749326719142184, 48.451178458044076, 0.0], ""type"": ""Point""}";77;PLACE DE LA RÉPUBLIQUE;SAMOIS-SUR-SEINE;77441;Halte de Samois;Haltes, escales ou ports fluviaux de plaisance;506
48.9333354957, 2.81697953895;"{""coordinates"": [2.81697953894983, 48.93333549566676, 0.0], ""type"": ""Point""}";77;;VIGNELY;77498;Halte  de Vignely;Haltes, escales ou ports fluviaux de plaisance;509
48.9930938957, 1.98383158748;"{""coordinates"": [1.983831587479321, 48.9930938957244, 0.0], ""type"": ""Point""}";78;CHEMIN DE LA FONTAINE DES;VAUX-SUR-SEINE;78638;Port de détroit marine;Haltes, escales ou ports fluviaux de plaisance;520
48.4447393823, 2.6026913504;"{""coordinates"": [2.602691350399957, 48.44473938229322, 83.22530000000552], ""type"": ""Point""}";77;PLACE MARC JACQUET;BARBIZON;77022;;Offices du tourisme et syndicats d'initiative;542
48.8566857933, 2.90990356926;"{""coordinates"": [2.909903569261453, 48.85668579332446, -100000.0], ""type"": ""Point""}";77;1 PLACE DU MARCHE;CRECY LA CHAPELLE;77142;;Offices du tourisme et syndicats d'initiative;547
48.6451738205, 1.81895336958;"{""coordinates"": [1.818953369580675, 48.6451738204915, 148.8000000000029], ""type"": ""Point""}";78;PLACE DE LA LIBERATION;RAMBOUILLET;78517;;Offices du tourisme et syndicats d'initiative;575
48.9027319054, 2.30647795739;"{""coordinates"": [2.306477957385022, 48.902731905409425, -100000.0], ""type"": ""Point""}";92;61 RUE MARTRE;CLICHY;92024;;Offices du tourisme et syndicats d'initiative;601
49.0709321683, 2.17136602835;"{""coordinates"": [2.171366028353221, 49.07093216828047, -100000.0], ""type"": ""Point""}";95;MANOIR DES COLOMBIERES, RUE DE LA SANSONNE;AUVERS SUR OISE;95039;;Offices du tourisme et syndicats d'initiative;623
49.0770954959, 2.20362399656;"{""coordinates"": [2.20362399655854, 49.077095495923686, -100000.0], ""type"": ""Point""}";95;2 4 PLACE JEAN GABIN;MERIEL;95392;;Offices du tourisme et syndicats d'initiative;629
48.8717683483, 2.33880993115;"{""coordinates"": [2.33880993115158, 48.87176834829977, -100000.0], ""type"": ""Point""}";75;5 bd Italiens;Paris;75102;La tete dans les nuages;Espace de loisirs, espace récréatif;655
48.5447401795, 2.6527603943;"{""coordinates"": [2.652760394297545, 48.54474017953878, 0.0], ""type"": ""Point""}";77;8 RUE EMILE LECLERC;MELUN;77288;Musée de la gendarmerie;Musée et écomusée;671
48.8675639747, 2.78603920275;"{""coordinates"": [2.786039202752757, 48.867563974682874, 0.0], ""type"": ""Point""}";77;77777 MARNE-LA-VALLÉE CEDEX 4;MARNE LA VALLÉE;77535;Business solutions - Disneyland® Paris;Centre de congrès et parc d'exposition;7
48.8229494567, 2.26979827721;"{""coordinates"": [2.269798277205975, 48.82294945673457, 0.0], ""type"": ""Point""}";92;25 AVENUE VICTOR CRESSON 92130 ISSY LES MOULINEAUX;ISSY LES MOULINEAUX;92040;LE PALAIS DES CONGRÈS D’ISSY;Centre de congrès et parc d'exposition;12
48.868904585, 2.34121371925;"{""coordinates"": [2.341213719253286, 48.86890458504521, 0.0], ""type"": ""Point""}";75;28, PLACE DE LA BOURSE, 75002 PARIS;PARIS;75102;PALAIS BRONGNIART;Centre de congrès et parc d'exposition;20
49.0388112914, 2.04173044452;"{""coordinates"": [2.041730444520516, 49.03881129143419, 0.0], ""type"": ""Point""}";95;;CERGY;95127;Axe majeur;Diffusion de l'art (autre que musée);44
48.9106911015, 2.29365132899;"{""coordinates"": [2.29365132899469, 48.910691101549055, 0.0], ""type"": ""Point""}";92;89 RUE DU CHATEAU;ASNIERES SUR SEINE;92004;Chateau d'Asnieres;Site et monument;52
48.8719414131, 2.21752817734;"{""coordinates"": [2.217528177341401, 48.87194141311361, 0.0], ""type"": ""Point""}";92;123 BD WASHINGTON;SURESNES;92073;Cimetiere Americain;Site et monument;55
48.8631159092, 2.33315478294;"{""coordinates"": [2.333154782940448, 48.863115909221435, 0.0], ""type"": ""Point""}";75;107 RUE DE RIVOLI - LES ARTS DÉCORATIFS;Paris;75101;Musée de la publicité;Musée et écomusée;67
48.8523575018, 2.35204827836;"{""coordinates"": [2.352048278363265, 48.85235750179279, 0.0], ""type"": ""Point""}";75;SQUARE DE L'ILE-DE-FRANCE;Paris;75104;Mémorial des martyrs de la déportation;Site et monument;94
48.8432910609, 2.35827319799;"{""coordinates"": [2.358273197991625, 48.84329106092364, 0.0], ""type"": ""Point""}";75;57 RUE CUVIER - MUSÉUM NATIONAL D'HISTOIRE NATURELLE;Paris;75105;Serres du jardin des plantes;Espace de loisirs, espace récréatif;102
48.8470794303, 2.31755279658;"{""coordinates"": [2.317552796584906, 48.847079430257004, 0.0], ""type"": ""Point""}";75;137 RUE DE SÈVRES;Paris;75106;Fondation Dubuffet;Musée et écomusée;128
48.8662064087, 2.3108749507;"{""coordinates"": [2.310874950695371, 48.86620640873638, 0.0], ""type"": ""Point""}";75;AVENUE FRANKLIN D. ROOSEVELT;Paris;75108;Palais de la découverte;Musée et écomusée;176
48.8289534313, 2.38165408171;"{""coordinates"": [2.381654081707841, 48.8289534313421, 0.0], ""type"": ""Point""}";75;RUE FRANÇOISE DOLTO - QUAI PANHARD ET LEVASSOR;Paris;75113;Halle aux farines des grands moulins de Paris;Site et monument;202
48.8419190836, 2.32157805598;"{""coordinates"": [2.321578055983896, 48.84191908364844, 0.0], ""type"": ""Point""}";75;33 AVENUE DU MAINE;Paris;75115;Tour Montparnasse;Site et monument;213
48.8592835893, 2.28519370551;"{""coordinates"": [2.285193705510792, 48.85928358933348, 0.0], ""type"": ""Point""}";75;8 RUE BENJAMIN FRANKLIN;Paris;75116;Musée Clémenceau;Musée et écomusée;232
48.8477788879, 2.25123607037;"{""coordinates"": [2.251236070368229, 48.84777888790906, 0.0], ""type"": ""Point""}";75;2 AVENUE GORDON-BENNETT - STADE ROLAND-GARROS;Paris;75116;Tenniseum Roland-Garros;Musée et écomusée;243
48.8965419012, 2.31367781162;"{""coordinates"": [2.31367781161564, 48.89654190122271, 0.0], ""type"": ""Point""}";75;8 RUE Saint JUST;Paris;75117;Cimetière des Batignolles;Site et monument;244
48.8854551141, 2.33110433338;"{""coordinates"": [2.331104333383243, 48.885455114066986, 0.0], ""type"": ""Point""}";75;20 AVENUE RACHEL;Paris;75118;Cimetière de Montmartre;Site et monument;247
48.8968792206, 2.38366673355;"{""coordinates"": [2.383666733554922, 48.89687922057816, 0.0], ""type"": ""Point""}";75;QUAI DE LA CHARENTE;Paris;75119;Port du pont de Flandres;Site et monument;256
48.2655473342, 2.69710290359;"{""coordinates"": [2.697102903591634, 48.26554733421198, 0.0], ""type"": ""Point""}";77;RUE GAUTHIER 1ER;NEMOURS;77333;Château musée municipal de Nemours;Site et monument;276
48.5610891966, 3.295237813;"{""coordinates"": [3.295237812997271, 48.56108919662725, 0.0], ""type"": ""Point""}";77;RUE Saint-THIBAUD (SOUS L'HÔTEL DIEU);PROVINS;77379;Souterrains;Site et monument;285
48.9924668496, 2.09570232377;"{""coordinates"": [2.095702323770479, 48.99246684956247, 0.0], ""type"": ""Point""}";78;PLACE JULES GÉVELOT - Château DU PRIEURÉ;CONFLANS-SAINTE-HONORINE;78172;Musée de la Batellerie;Musée et écomusée;292
48.7689463533, 2.06223687628;"{""coordinates"": [2.062236876280414, 48.76894635333805, 0.0], ""type"": ""Point""}";78;AVENUE DE L'EUROPE;GUYANCOURT;78297;Usine Thalès;Site et monument;294
48.8043446628, 2.12779721103;"{""coordinates"": [2.127797211034983, 48.80434466276559, 0.0], ""type"": ""Point""}";78;GRANDE ÉCURIE DU Château DE VERSAILLES - AVENUE ROCKFELLER;VERSAILLES;78646;Académie du spectacle equestre;Musée et écomusée;310
48.8923054204, 2.2363449013;"{""coordinates"": [2.236344901297377, 48.892305420399886, 0.0], ""type"": ""Point""}";92;35E ÉTAGE - PAROI NORD;Paris-LA DEFENSE;92062;Grande Arche de la Défense;Site et monument;340
48.8073870741, 2.52526866501;"{""coordinates"": [2.525268665014976, 48.807387074147925, 0.0], ""type"": ""Point""}";94;88 AVENUE MARX DORMOY - PARC VERCORS;CHAMPIGNY-SUR-MARNE;94017;Musée de la résistance nationale;Musée et écomusée;353
48.8332795804, 2.47505053159;"{""coordinates"": [2.475050531587112, 48.83327958035986, 0.0], ""type"": ""Point""}";94;12 AVENUE VICTOR HUGO;NOGENT-SUR-MARNE;94052;Pavillon Baltard;Site et monument;357
49.0486487106, 2.10018264887;"{""coordinates"": [2.100182648870171, 49.04864871064273, 0.0], ""type"": ""Point""}";95;17 RUE DU CHATEAU;PONTOISE;95500;Musée Camille Pissaro;Musée et écomusée;370
49.081118473, 1.62805292828;"{""coordinates"": [1.628052928281433, 49.08111847296714, 0.0], ""type"": ""Point""}";95;1 RUE DE L'AUDIENCE;LA ROCHE-GUYON;95523;Château de la Roche-Guyon;Site et monument;371
49.0737749354, 2.17782959454;"{""coordinates"": [2.17782959453663, 49.07377493542895, 0.0], ""type"": ""Point""}";95;52 RUE DU GENERAL DE GAULLE;AUVERS-SUR-OISE;95039;Auberge Ravoux dite maison de Van Gogh;Musée et écomusée;377
48.8908772991, 2.39085443882;"{""coordinates"": [2.390854438821722, 48.89087729914404, 0.0], ""type"": ""Point""}";75;30, AVENUE CORENTIN-CARIOU;Paris;75119;La Villette;Musée et écomusée;380
48.8524362202, 2.78417066301;"{""coordinates"": [2.784170663008282, 48.852436220194775, 0.0], ""type"": ""Point""}";77;3 COURS DE LA GARONNE;SERRIS;77449;Vallee Village;Espace de loisirs, espace récréatif;381
48.7994139839, 1.76408752115;"{""coordinates"": [1.764087521148051, 48.799413983927174, 0.0], ""type"": ""Point""}";78;1, AVENUE DES PLATANES;LA QUEUE-LEZ-YVELINES;78513;Serre aux Papillons;Espace de loisirs, espace récréatif;386
48.4265659583, 2.16097168091;"{""coordinates"": [2.160971680905903, 48.42656595826873, 0.0], ""type"": ""Point""}";91;5, AVENUE CHARLES-DE-GAULLE;ETAMPES;91223;Ile de loisirs d'Etampes;Espace de loisirs, espace récréatif;393
49.0309724221, 2.04739741079;"{""coordinates"": [2.047397410785327, 49.030972422149496, 0.0], ""type"": ""Point""}";95;RUE DES ETANGS;CERGY-PONTOISE;95127;Ile de loisirs de Cergy Pontoise;Espace de loisirs, espace récréatif;404
48.9111027873, 2.7229082705;"{""coordinates"": [2.722908270500145, 48.91110278731239, 0.0], ""type"": ""Point""}";77;JABLINES;JABLINES;77234;Ile de loisirs de Jablines;Espace de loisirs, espace récréatif;405
48.8552239187, 2.78370419792;"{""coordinates"": [2.783704197921628, 48.855223918726075, 0.0], ""type"": ""Point""}";77;14 COURS DU DANUBE;SERRIS;77449;Sealife;Espace de loisirs, espace récréatif;410
48.7568445885, 2.35859397347;"{""coordinates"": [2.358593973468986, 48.7568445885481, 0.0], ""type"": ""Point""}";94;MARCHÉ D'INTERET NATIONAL DE Paris-RUNGIS;RUNGIS;94065;M.i.n de Rungis;Site et monument;420
48.8779139491, 2.33454848356;"{""coordinates"": [2.334548483559995, 48.87791394905057, 0.0], ""type"": ""Point""}";75;14 RUE DE LA ROCHEFOUCAULD;Paris;75109;Musée national Gustave Moreau;Musée et écomusée;426
48.531833987, 2.64120759154;"{""coordinates"": [2.641207591544287, 48.53183398698772, 0.0], ""type"": ""Point""}";77;ESCALE DU MÉE;MÉE-SUR-SEINE (LE);77285;Escale du Mée;Haltes, escales ou ports fluviaux de plaisance;438
48.8518048367, 2.35026132589;"{""coordinates"": [2.350261325886931, 48.85180483673445, 0.0], ""type"": ""Point""}";75;NOTRE DAME;Paris;75105;Escale Montebello Notre Dame;Haltes, escales ou ports fluviaux de plaisance;453
48.8155802529, 2.41089362868;"{""coordinates"": [2.410893628683923, 48.81558025288871, 0.0], ""type"": ""Point""}";94;;ALFORTVILLE;94002;Escale Alfortville - Chinagora;Haltes, escales ou ports fluviaux de plaisance;458
48.6085073491, 2.48861185165;"{""coordinates"": [2.488611851645317, 48.6085073491187, 0.0], ""type"": ""Point""}";91;;CORBEIL;91174;Escale Corbeil, Saint-Nicolas;Haltes, escales ou ports fluviaux de plaisance;468
48.7055379866, 2.40160899274;"{""coordinates"": [2.401608992743147, 48.705537986617244, 0.0], ""type"": ""Point""}";91;FACE AU 33, QUAI DE L'INDUSTRIE;ATHIS-MONS;91027;Port d'Athis-Mons;Haltes, escales ou ports fluviaux de plaisance;471
48.8959098204, 2.38405676063;"{""coordinates"": [2.384056760625693, 48.89590982043555, 0.0], ""type"": ""Point""}";75;QUAI DE LA CHARENTE;Paris;75119;Escale du parc de la Villette;Haltes, escales ou ports fluviaux de plaisance;490
48.9385766979, 2.75680722604;"{""coordinates"": [2.756807226040543, 48.93857669792467, 0.0], ""type"": ""Point""}";77;;FRESNES-SUR-MARNE;77196;Halte de Fresnes-sur-Marne;Haltes, escales ou ports fluviaux de plaisance;497
49.0060025094, 2.91742754985;"{""coordinates"": [2.917427549851008, 49.006002509408674, 0.0], ""type"": ""Point""}";77;;VARREDDES;77483;Halte de Varreddes;Haltes, escales ou ports fluviaux de plaisance;508
48.9281401932, 2.02509455792;"{""coordinates"": [2.025094557916379, 48.92814019322017, 0.0], ""type"": ""Point""}";78;27 AVENUE DE L'ILE DE MIGNEAUX;POISSY;78498;Port chantier de l'iIe de Migneaux;Haltes, escales ou ports fluviaux de plaisance;517
48.9261620993, 3.13055342547;"{""coordinates"": [3.130553425466515, 48.9261620993342, -100000.0], ""type"": ""Point""}";77;1 RUE DE LA TOUR;JOUARRE;77238;;Offices du tourisme et syndicats d'initiative;550
48.8802162641, 2.70478855987;"{""coordinates"": [2.704788559871969, 48.880216264074036, -100000.0], ""type"": ""Point""}";77;2 RUE DU CHEMIN DE FER;LAGNY SUR MARNE;77243;;Offices du tourisme et syndicats d'initiative;553
48.3862965218, 2.95741659791;"{""coordinates"": [2.957416597905014, 48.38629652183743, -100000.0], ""type"": ""Point""}";77;10 RUE JEAN JAURES;MONTEREAU FAUT YONNE;77305;;Offices du tourisme et syndicats d'initiative;557
48.9913875534, 2.09137875128;"{""coordinates"": [2.091378751278349, 48.99138755339959, -100000.0], ""type"": ""Point""}";78;1 RUE RENE ALBERT;CONFLANS SAINTE-HONORINE;78172;;Offices du tourisme et syndicats d'initiative;566
48.5874060317, 2.25038171494;"{""coordinates"": [2.250381714936112, 48.58740603173797, -100000.0], ""type"": ""Point""}";91;22 BOULEVARD ABEL CORNATON;ARPAJON;91021;;Offices du tourisme et syndicats d'initiative;581
48.7296619199, 2.27545416748;"{""coordinates"": [2.27545416748144, 48.72966191991736, -100000.0], ""type"": ""Point""}";91;4 BIS RUE DE LA DIVISION LECLERC;MASSY;91377;;Offices du tourisme et syndicats d'initiative;587
48.8811388986, 2.18391833477;"{""coordinates"": [2.18391833476774, 48.8811388985803, -100000.0], ""type"": ""Point""}";92;118 AVENUE PAUL DOUMER;RUEIL MALMAISON;92063;;Offices du tourisme et syndicats d'initiative;605
49.1121873966, 2.42304762291;"{""coordinates"": [2.423047622908944, 49.11218739661646, -100000.0], ""type"": ""Point""}";95;6, RUE Saint DAMIEN;LUZARCHES;95352;;Offices du tourisme et syndicats d'initiative;627
49.0469716755, 2.09961764127;"{""coordinates"": [2.099617641274147, 49.04697167552006, -100000.0], ""type"": ""Point""}";95;PLACE DE LA PISCINE;PONTOISE;95500;;Offices du tourisme et syndicats d'initiative;632
49.0144110887, 2.54180938943;"{""coordinates"": [2.541809389430674, 49.01441108867653, 0.0], ""type"": ""Point""}";77;AEROPORT CDG - TERMINAL 1;MAUREGARD;77282;;Offices du tourisme et syndicats d'initiative;638
49.0032977461, 2.5769653792;"{""coordinates"": [2.57696537920357, 49.00329774613252, 0.0], ""type"": ""Point""}";77;AEROPORT CDG - TERMINAL 2E;LE MESNIL-AMELOT;77291;;Offices du tourisme et syndicats d'initiative;643
48.8753824277, 2.32693521716;"{""coordinates"": [2.326935217164664, 48.87538242773344, 0.0], ""type"": ""Point""}";75;109 rue Saint-Lazare;Paris;75109;Passage du Havres - Saint lLazare;Espace de loisirs, espace récréatif;661
48.8909349387, 2.23775378207;"{""coordinates"": [2.237753782074047, 48.89093493865105, 0.0], ""type"": ""Point""}";92;15 parvis de la Défnese;Paris la Défense;92026;Les 4 temps;Espace de loisirs, espace récréatif;664
48.8621999267, 2.28737731819;"{""coordinates"": [2.287377318185088, 48.862199926698544, 0.0], ""type"": ""Point""}";75;17 PLACE DU TROCADERO;PARIS;75116;Musée de l'Homme;Musée et écomusée;669
48.848641784, 2.35048283555;"{""coordinates"": [2.350482835553536, 48.84864178400558, 0.0], ""type"": ""Point""}";75;24, RUE SAINT VICTOR, 75005 PARIS;PARIS;75105;MAISON DE LA MUTUALITÉ;Centre de congrès et parc d'exposition;10
48.8601580759, 2.31678578061;"{""coordinates"": [2.316785780608923, 48.86015807589265, 0.0], ""type"": ""Point""}";75;28, RUE SAINT DOMINIQUE, 75007 PARIS;PARIS;75107;MAISON DE LA CHIMIE;Centre de congrès et parc d'exposition;11
48.8776171725, 2.38547576765;"{""coordinates"": [2.385475767650524, 48.87761717254434, -100000.0], ""type"": ""Point""}";75;PLACE HANNAH ARENDT;Paris 19EME;75119;Le Plateau;Diffusion de l'art (autre que musée);26
48.8717144915, 2.30022833431;"{""coordinates"": [2.300228334312598, 48.871714491513046, -100000.0], ""type"": ""Point""}";75;60 RUE DE BASSANO;Paris 8EME;75108;Espace culturel Louis Vuitton;Diffusion de l'art (autre que musée);27
48.8678681149, 2.33803468332;"{""coordinates"": [2.33803468332423, 48.867868114892254, -100000.0], ""type"": ""Point""}";75;58 RUE DE RICHELIEU;Paris 2EME;75102;Bibliothèque nationale de france, site Richelieu, bnf;Site et monument;30
48.8523648083, 2.32797502761;"{""coordinates"": [2.327975027613699, 48.85236480829541, -100000.0], ""type"": ""Point""}";75;6 RUE RECAMIER;Paris 7EME;75107;Espace Electra - fondation electricité de France;Diffusion de l'art (autre que musée);32
48.8368033476, 2.32179954571;"{""coordinates"": [2.321799545711555, 48.8368033475755, -100000.0], ""type"": ""Point""}";75;2 IMPASSE LEBOUIS;Paris 14EME;75114;Fondation Henri Cartier-Bresson;Diffusion de l'art (autre que musée);36
48.890265432, 2.36839207401;"{""coordinates"": [2.368392074008476, 48.89026543201923, -100000.0], ""type"": ""Point""}";75;104 RUE D'AUBERVILLIERS;Paris 19EME;75119;Le 104 centquatre;Diffusion de l'art (autre que musée);38
48.8653880606, 2.33268465964;"{""coordinates"": [2.332684659635705, 48.86538806061489, 0.0], ""type"": ""Point""}";75;296 RUE Saint-HONORÉ;Paris;75101;Eglise Saint-Roch;Site et monument;61
48.8632207869, 2.33292713334;"{""coordinates"": [2.332927133338702, 48.86322078694339, 0.0], ""type"": ""Point""}";75;107 RUE DE RIVOLI;Paris;75101;Musee des arts décoratifs;Musée et écomusée;64
